# id ud_raw uq_raw vdc error_code ud_hi uq_hi du_d_next du_q_next ud_lim uq_lim scale limited sat_flag
000005a4 46c37e032e 2230c9b456 0fbf349 0 00ebc2025f 0071e8ffa0 45d7bc00cf 21bee0b4b6 075e101 038f480 00354e550 1 1
000005a5 fe691aa542 79554fecbd 01b6bf8 0 ffffa070cc 001c7ebd55 fe697a3476 7938d12f68 1ffd038 00e3f5f 0003c1f1c 1 1
000005a6 c3801aacae 9251a4a816 02bd494 0 ffe9fff463 ffd81d899a c3961ab84b 9279871e7c 1f4fffa 1ec0ec5 0005d17a0 1 1
000005a7 f479412adc b3bdd0744e 09c9b50 0 ffe7ad43e7 ff5f13cf25 f49193e6f5 b45ebca529 1f3d6a2 1af89e8 0021c37a9 1 1
000005a8 a887dbc912 435230ba02 0dcebd6 0 ff4a0f66b4 008c07d7c8 a93dcc625e 42c628e23a 1a507b3 04603ec 002147da5 1 1
000005a9 47f0260251 f4c824b578 045e114 0 0047c0de6d fff4cf842b 47a86523e4 f4d355314d 023e06f 1fa67c2 000ff57c0 1 1
000005aa 43e4962133 6c06ab1e2e 0124a6c 0 000a1d5b67 001017fcf7 43da78c5cc 6bf6932137 0050eae 0080bfe 00026238b 1 1
000005ab a30f7786f3 2219a8bb8a 0da15bc 0 ff2b3aac98 004e11346d a3e43cda5b 21cb97871d 1959d56 027089a 0024a128a 1 1
000005ac 30066ae41e 55c20e9c73 03d84b4 0 001f3cd07b 0037c7db49 2fe72e13a3 558a46c12a 00f9e68 01be3ee 000a6836a 1 1
000005ad 79da2c74ca fef3aae75c 0ba5724 0 00c1a4b934 fffe559343 791887bb96 fef5555419 060d25d 1ff2aca 00196d397 1 1
000005ae 5039c1a843 37ed4d630b 0209c30 0 001bcd03e9 0013616bd0 501df4a45a 37d9ebf73b 00de682 009b0b6 00058b667 1 1
000005af 8ba5594611 10d004b2a6 0c11a99 0 ff39621e49 001cb2f81a 8c6bf727c8 10b351ba8c 19cb10f 00e597c 001b4fe1a 1 1
000005b0 f9a4f2275a 9128bac012 08af2a8 0 fff7bbd186 ff6fd68349 f9ad3655d4 91b8e43cc9 1fbdde9 1b7eb42 0014cf588 1 1
000005b1 5cadd7c694 01da69d040 05307f0 0 0056456700 0001b99c97 5c57925f94 01d8b033a9 02b22b4 000dcce 000ee4cbe 1 1
000005b2 13e6fdffa2 e714e6d7f0 052770c 0 00357bc10d ffbd0978e5 13b1823e95 e757dd5f0b 01abde1 1de84bc 002aff2a8 1 1
000005b3 cdd0ce1899 027b53a063 0700e3d 0 ff8bb0c600 0005c0760e ce451d5299 0275932a55 1c5d863 002e03b 002515121 1 1
000005b4 56996d51a6 1e4b1ae3a4 09097ad 0 008dd65039 00319dbd65 560b97016d 1e197d263f 046eb28 018cedf 001a34a7c 1 1
000005b5 372f00ec3c 09e9cb70cf 0ba7b28 0 00bebe56c9 002243f34e 3670429573 09c7877d81 05f5f2b 01121fa 00374ded0 1 1
000005b6 13b3960de3 ac52e9a93f 0d1da9d 0 0031fb4fe0 ff2bb7d4e2 13819abe03 ad2731d45d 018fda8 195dbea 002897560 1 1
000005b7 e0906fe7f7 149642b00e 0301ac1 0 ffd62db0d9 001b6371bb e0ba42371e 147adf3e53 1eb16d8 00db1b9 0015493b9 1 1
000005b8 078f829348 47c2f6beac 0f745d2 0 001aecc7f2 00ff8f14b7 077495cb56 46c367a9f5 00d7664 07fc78a 0038fac3f 1 1
000005b9 563c15b612 80566c7517 0f97dcc 0 009121c715 ff29254fb0 55aaf3eefd 812d472567 04890e4 19492a8 001aed847 1 1
000005ba b6fb583311 fab206d578 0d6cd7e 0 ff215b7340 ffefd358ed b7d9fcbfd1 fac2337c8b 190adba 1f7e9ac 0030c9488 1 1
000005bb be62b9a410 cf927ba8fe 0f13282 0 ff3652b634 ff6b261e27 bf2c66eddc d027558ad7 19b295b 1b5930f 00312dc12 1 1
000005bc a8d81f37ff 3a1de377e6 0956b90 0 ff7ece709e 005625efbc a95950c761 39c7bd882a 1bf6738 02b12f8 0017b79f6 1 1
000005bd 6968d01bb8 969855559a 085c382 0 00624c44fb ff9db4ccaa 690683d6bd 96faa088f0 0312622 1ceda66 000eeba95 1 1
000005be 26a641c8b3 6a731560a2 0c97c3b 0 004775d6da 00c4d17c4d 265ecbf1d9 69ae43e455 023baeb 06268be 001d953d0 1 1
000005bf 4df4ecd058 9a56333024 0a10d07 0 0065d8462b ff7b2f2e64 4d8f148a2d 9adb0401c0 032ec23 1bd9797 0014e7207 1 1
000005c0 78d16c88f2 ee4e70a8d4 070c22d 0 0073f20076 ffef051f74 785d7a887c ee5f6b8960 039f900 1f78290 000f5acda 1 1
000005c1 037ecf3a9a cc39f0af0c 0149fdb 0 00017198c0 ffea9d79b5 037d5da1da cc4f533557 000b8cc 1f54ebd 00069bd53 1 1
000005c2 a6154b3669 25311f144e 03230b9 0 ffcfcd125e 0013efb1ad a6457e240b 251d2f62a1 1e7e689 009f7d9 0008939dd 1 1
000005c3 c79a6e21d4 8b7fd60720 0665153 0 ffd1ab4c49 ffa04af4f1 c7c8c2d58b 8bdf8b122f 1e8d5a6 1d0257a 000d24ee8 1 1
000005c4 f22652303c ccad853939 0ef817d 0 ffbf26234f ff0fb1f549 f2672c0ced cd9dd343f0 1df9312 187d8fb 004aea9e9 1 1
000005c5 a5bee10afd 63d32e5df1 0f17704 0 ff57b524b8 00ba235996 a6672be645 63190b045b 1abda92 05d11ad 001dd5966 1 1
000005c6 a365b06c39 816cee8c57 0dac26e 0 ff79c3b940 ff48850c48 a3ebecb2f9 822469800f 1bce1dd 1a44286 0017317e7 1 1
000005c7 792780af49 1ce1040470 01efed3 0 001f556139 0007780481 79082b4e10 1cd98bffef 00faab1 003bc02 00042353d 1 1
000005c8 fef41d87e2 7dd7c61de5 00f1f5e 0 ffffde8bee 000fb71a3e fef43efbf4 7dc80f03a7 1ffef46 007db8d 0001ff821 1 1
000005c9 753f536a71 74f168dfd4 0971597 0 006f2b0589 006ee1253b 74d02864e8 748287ba99 0379583 0377093 000f2b9f0 1 1
000005ca 2233c43023 8fd6945146 072e86f 0 0022d4b127 ff8dc6d81e 2210ef7efc 9048cd7928 0116a59 1c6e36c 00104b483 1 1
000005cb d1d13098ab 2c9d2f3b0e 070f659 0 ffab917c5d 00519042a6 d2259f1c4e 2c4b9ef868 1d5c8be 028c821 001d40535 1 1
000005cc a00ef0a2c5 302159207f 027a233 0 ffdb2f383f 0012780da1 a033c16a86 300ee112de 1ed979c 0093c07 000623c09 1 1
000005cd 6be4096a4d f759683f3f 01530f6 0 0015f3bf8c fffe3d67a6 6bce15aac1 f75b2ad799 00af9e0 1ff1eb4 00034165f 1 1
000005ce e197faa297 6c4e499d0f 0471d7a 0 ffec0619f6 004727727d e1abf488a1 6c07222a92 1f6030d 02393b9 000a82f71 1 1
000005cf eeae2bd9b9 b02fd10204 0574b1f 0 ffecc301e1 ffa7586936 eec168d7d8 b0887898ce 1f66181 1d3ac35 0011c5bd9 1 1
000005d0 b514e3c4a5 943c6b5208 0bb4a8e 0 ff90e58410 ff602fd05d b583fe4095 94dc3b81ab 1c872c2 1b017e8 0017ba56c 1 1
000005d1 92922105e6 bb772ec093 0c3d806 0 ff53827886 ff93f890ab 933e9e8d60 bbe3362fe8 1a9c13c 1c9fc48 0019386ad 1 1
000005d2 c02e06f9e7 9f3824da27 052932b 0 ffd0c21be3 ffb85c1e06 c05d44de04 9f7fc8bc21 1e8610e 1dc2e0f 000bd7fd9 1 1
000005d3 2b54f5295b 93489aa234 067beec 0 0027eb3cd7 ff9bd8b3a8 2b2d09ec84 93acc1ee8c 013f59e 1cdec5a 000ebd628 1 1
000005d4 c0a5b18d3a dd269c18e5 06858f7 0 ffa0fc4591 ffcbbbf79b c104b547a9 dd5ae0214a 1d07e23 1e5ddfc 0017ff0ec 1 1
000005d5 a0f75a1b84 7d8635885d 0caff16 0 ff80a9597a 00a8318b77 a176b0c20a 7cde03fce6 1c054ad 05418c6 00157058f 1 1
000005d6 d965d087eb 85329802ad 0a5b5e9 0 ffcc5b8a4c ff5bb6cefd d99974fd9f 85d6e133b0 1e62dc5 1addb67 001567a8a 1 1
000005d7 8db099a3e7 a8a6bc27ba 0418a9e 0 ffc9e11a89 ffd6a4f3cc 8de6b8895e a8d01733ee 1e4f08d 1eb527a 000793455 1 1
000005d8 fc0d0d84df bad8bcbb8f 02d3622 0 fffd523eea ffd1175f85 fc0fbb45f5 bb07a55c0a 1fea91f 1e88bb0 000ada6ef 1 1
000005d9 dc5f5a3c67 a8b63ba092 0cb9e34 0 ffb0090808 ff3c15b8ab dcaf51345f a97a25e7e7 1d80484 19e0adc 0023e9538 1 1
000005da 58001f067a bc2f8fe3c4 0ecc58a 0 00c2e733c7 ff69ce2a06 573d37d2b3 bcc5c1b9be 061739a 1b4e715 00236fce6 1 1
000005db bc0f032256 6f24885d62 0cc596f 0 ff913cac30 00b531691f bc7dc67626 6e6f56f443 1c89e56 05a98b5 001a1599b 1 1
000005dc 7ae984f5fd f244c0cfa9 02519e9 0 0026517de5 fffbb81bdc 7ac3337818 f24908b3cd 01328bf 1fddc0e 0004fcf17 1 1
000005dd 79f716bf22 4a5dca18c8 0733c0d 0 00663f61a6 003e580766 7990d75d7c 4a1f721162 0331fb1 01f2c04 000d69d11 1 1
000005de 8074eb5352 21b5864907 057cc0b 0 ffa7c99cd4 0017506ac2 80cd21b67e 219e35de45 1d3e4ce 00ba835 000b10e81 1 1
000005df b9ebc6a321 ab7ddc628c 0448b7f 0 ffd2877bef ffc92aafe1 ba193f2732 abb4b1b2ab 1e943be 1e49558 000a61b0a 1 1
000005e0 de73e0da1d 070713c1f8 0cfa072 0 ff2ccfe37e 002c3d95f8 df4710f69f 06dad62c00 19667f2 0161ecb 0064b9382 1 1
000005e1 118dfb575b cf448f8910 0c91dca 0 0046d57993 ff3b5ce29d 114725ddc8 d00932a673 0236abd 19dae71 00408f987 1 1
000005e2 4e9ad5126e d967a23540 00f71d7 0 000e68559d fff8ed0481 4e8c6cbcd1 d96eb530bf 007342b 1fc7682 0002eec29 1 1
000005e3 b75738237b c31feb6a79 0c95735 0 ff5f9cbbd9 ff799fc843 b7f79b67a2 c3a64ba236 1afce5e 1bccfe4 0023517d3 1 1
000005e4 40ebf7d5b3 8e46762355 09e39cb 0 0051856d66 ff713298c1 409a72684d 8ed5438a94 028c2b7 1b8994c 001417481 1 1
000005e5 c8aac346ca 6a564aa014 08bef97 0 ffbcdf1abb 0081015f65 c8ede42c0f 69d54940af 1de6f8d 04080b0 001369290 1 1
000005e6 ba69ff6c89 75c7c41156 03d04c4 0 ffdfbe84b1 003698839f ba8a40e7d8 75912b8db7 1efdf42 01b4c42 00076aa7b 1 1
000005e7 29c1d4f3a6 f5ef9d0a2a 0de5ab8 0 00e0a520d6 ffc9db9005 28e12fd2d0 f625c17a25 0705290 1e4edc8 005613a65 1 1
000005e8 fef4fb6e04 5340e22df0 0f482ae 0 fffcd11549 00fe15319c fef82a58bb 5242ccfc54 1fe688b 07f0a99 0030d4a90 1 1
000005e9 9f278589e1 61fd28e354 0019526 0 fffed807ec 00012b768a 9f28ad81f5 61fbfd6cca 1ff6c04 00095bb 000030e5c 1 1
000005ea d1b2b41986 23c8c25809 0b2f283 0 ff6cdae675 0071b85eac d245d93311 235709f95d 1b66d73 038dc2f 0032d8dab 1 1
000005eb 5f3bfd4f56 d57af4a388 098ce3c 0 009101080e ffbf4267a6 5eaafc4748 d5bbb23be2 0488084 1dfa134 00185c946 1 1
000005ec 821ca05534 a93e729330 0dd7bba 0 ff42798763 ff7d636894 82da26cdd1 a9c10f2a9c 1a13cc4 1beb1b4 0018168c6 1 1
000005ed b017a83362 878d59344f 0c64777 0 ff8e15fd1e ff544af3a4 b089923644 88390e40ab 1c70aff 1aa257a 0016cf25b 1 1
000005ee d7ba8dea64 9a4628cee9 06f9c9c 0 ffd54e3a72 ff94273476 d7e53faff2 9ab2019a73 1eaa71d 1ca139a 0010f6758 1 1
000005ef 681c2a2116 4d4cb7f239 0fafefa 0 00d16d76eb 009b7ef6d3 674abcaa2b 4cb138fb66 068b6bb 04dbf7b 00202f825 1 1
000005f0 9dffc7e057 c02c20e3fd 01a463f 0 ffe91ea6c2 fff11920fc 9e16a93995 c03b07c301 1f48f53 1f88c90 0003bc4b2 1 1
000005f1 1a78a75144 a437fde64e 0f03106 0 00452c67b1 ff10296e6d 1a337ae993 a527d477e1 0229634 18814b7 0029cf754 1 1
000005f2 5b7de0dbb6 2b0335a5ab 005f11e 0 0005969588 0002a08da4 5b784a462e 2b00951807 002cb4b 0015047 0000fa2df 1 1
000005f3 6799d10567 a5123f5484 00ae800 0 000884b8e5 fff8860449 67914c4c82 a519b9503b 004425c 1fc4302 000150c9d 1 1
000005f4 684dbcdc2c 02d59b014e 08e87ef 0 0094116135 0004060ef9 67b9ab7af7 02d194f255 04a08b1 0020307 0016b69e8 1 1
000005f5 148132bfe9 02fef0dd8f 0843a0d 0 0087f87012 0013ddbb51 13f93a4fd7 02eb13223e 043fc38 009eede 006a195c1 1 1
000005f6 14cc83418c 9e0873bc25 04096fb 0 000df0a2f7 ffbe56fd38 14be929e95 9e4a1cbeed 006f851 1df2b7f 000ab940d 1 1
000005f7 cdc1a1b13d b2d7168e0e 00bd152 0 fff94c6687 fff5b554af cdc8554ab6 b2e161395f 1fca633 1fadaaa 000222547 1 1
000005f8 eec1ae04ac 8d41adf9d0 0669a13 0 fff0277ad4 ff968e98e2 eed18689d8 8dab1f60ee 1f813bd 1cb474c 000eb4005 1 1
000005f9 4e2b382969 c3293a0652 031f793 0 0028fa80c9 ffe01b3845 4e023da8a0 c3491ece0d 0147d40 1f00d9c 000863402 1 1
000005fa 04ac2e9ee8 4e92146b3b 0fdab5d 0 000fa65d34 010727f10e 049c8841b4 4d8aec7a2d 007d32f 08393f9 003596b40 1 1
000005fb ab437d4662 bb1b687553 06af881 0 ffa9be69a5 ffb9df140a ab99bedcbd bb61896149 1d4df35 1dcef8a 001049774 1 1
000005fc 3d995d127a 4c83e75054 08a0748 0 0059f3d19b 006fbbfd0c 3d3f6940df 4c142b5348 02cf9e9 037ddff 00175d576 1 1
000005fd a2fcb025a7 b4160a76a7 0f15cac 0 ff3dacffd4 ff61663d61 a3bf0325d3 b4b4a43946 19ed680 1b0b31f 00216d6ef 1 1
000005fe a69d149ecb fc8e7f0220 0e5cba0 0 ff115dd9ea fff6cea9ef a78bb6c4e1 fc97b05831 188aeed 1fb6755 002ab705e 1 1
000005ff b15a63c019 8b8147474a 021c2b3 0 ffec5e63fd ffe2ebdcf8 b16e055c1c 8b9e5b6a52 1f62f32 1f175ee 0003fe6a2 1 1
00000600 2ee8b967dd d26c79a6c6 009510b 0 0006f1b6d8 fff940cb99 2ee1c7b105 d27338db2d 00378db 1fca066 00025e5a3 1 1
00000601 6284b58a83 49b6325f0c 0542c8d 0 00460a9641 003467b598 623eaaf442 4981caa974 023054b 01a33db 000b6009f 1 1
00000602 e373c39fcf 49143564ca 0b3836b 0 ffbc1e6c42 00adc48431 e3b7a5338d 486670e099 1de0f36 056e242 00260b7fc 1 1
00000603 2100789031 a01593c054 0bb1c2b 0 003f43c549 ff48210551 20c134cae8 a0cd72bb03 01fa1e3 1a41083 001eac0ea 1 1
00000604 8c935c04ca 3dd457f949 056977e 0 ffb0acdc9f 002a7df0d7 8ce2af282b 3da9da0872 1d8566e 0153ef8 000afef40 1 1
00000605 5b99a13514 60821518a0 0d4eecd 0 009856ac88 00a080423a 5b014a888c 5fe194d666 04c2b56 0504021 001a9bfca 1 1
00000606 676bca6982 6d9fc6ef78 030caee 0 0022cbe3c5 0024e22ca2 6748fe85bd 6d7ae4c2d6 01165f2 0127116 0005621dc 1 1
00000607 63880a030e 702f2945bd 085aace 0 005c30b0fc 0067e8e747 632bd95212 6fc7405e76 02e1858 033f474 000ed1e38 1 1
00000608 e77f58ea06 11bbfbd6c0 00622d8 0 fffad590fc 0003bd24ae e78483590a 11b83eb212 1fd6ac8 001de92 00035f8a5 1 1
00000609 a70ddf5457 e4529c85eb 0d5da60 0 ff2bcb31ec ffbdf7bb3e a7e214226b e494a4caad 195e599 1defbde 00262c350 1 1
0000060a ca21f584c1 d64f0ff2d8 0a76a22 0 ff7669981f ff958345df caab8beca2 d6b98cacf9 1bb34cc 1cac1a3 0028ddf7f 1 1
0000060b 5f592d02bd 9e34dc0d6f 04d1032 0 0037e88588 ffc6a8705b 5f21447d35 9e6e339d14 01bf443 1e35438 000961b93 1 1
0000060c 963beb041c ea59bd21a6 00c2653 0 fff3a1513b fffd77ce10 964849b2e1 ea5c455396 1f9d0a9 1febbe7 0001df0c3 1 1
0000060d 3eb14a42c2 a17be3c271 02b4917 0 0018dd6ffe ffda83630d 3e986cd2c4 a1a1605f64 00c6eb8 1ed41b2 0006588c2 1 1
0000060e 0912f5ea4c 711a994a35 0e1b8ed 0 0012c26428 00e9d3859d 0900338624 7030c5c498 0096132 074e9c3 002113e60 1 1
0000060f 77690030fe 4d29db6d82 04f98b9 0 004579bfd1 002ce53fdb 772386712d 4cfcf62da7 022bce0 01672a0 00094f25b 1 1
00000610 6ef01954b7 86fbe2b448 0c4eadc 0 008a495320 ff6926a1a0 6e65d00197 8792bc12a8 04524aa 1b49351 0013f1c03 1 1
00000611 9e642a9d41 c8738f4139 0120469 0 ffefba04c6 fff6bd29a2 9e7470987b c87cd21797 1f7dd02 1fb5e95 0002aae30 1 1
00000612 d01eea2933 af56cf3375 0794305 0 ffbfacef37 ff93a25daa d05f3d39fc afc32cd5cb 1dfd678 1c9d12f 00157eddc 1 1
00000613 691a63888f f0713f91ff 076a10f 0 0079f4468f ffedf2b226 68a06f4200 f0834cdfd9 03cfa23 1f6f959 001290b5a 1 1
00000614 15ec7ef2f9 9d5c9eed7a 01c2207 0 000657ed7e ffe375bab6 15e627057b 9d792932c4 0032bf7 1f1badd 0004a1248 1 1
00000615 9da0b6f609 c6bf3dda0d 0edf8cc 0 ff2a41ddfd ff8399dbec 9e7675180c c73ba3fe21 19520ef 1c1ccee 0022c3c56 1 1
00000616 ebf922c051 4496e1f604 068bc87 0 ffe17e3720 00687b8e88 ec17a48931 442e66677c 1f0bf1c 0343dc7 00185f767 1 1
00000617 ec5feecec6 82c61c73af 012701e 0 fffd088524 ffed11dca9 ec62e649a2 82d90a9706 1fe8443 1f688ee 00026b2f8 1 1
00000618 7d01df6231 dea0b117ea 0acf3bf 0 00ada7cd79 ffd1a3f4cc 7c543794b8 decf0d231e 056d3e7 1e8d1fa 00163a028 1 1
00000619 601c76cff1 0656b50205 01d5b22 0 001e710618 000201f6a3 5ffe05c9d9 0654b30b62 00f3883 00100fb 00051155b 1 1
0000061a fffb8c7677 8010f69e42 00979ca 0 ffffffa849 fff6270c44 fffb8cce2e 801acf91fe 1ffffd4 1fb1386 00013b484 1 1
0000061b e1c6b89b0f aa0268fe14 02f37c4 0 ffefba8d56 ffd1b4bed2 e1d6fe0db9 aa30b43f42 1f7dd47 1e8da5f 00089d204 1 1
0000061c bf5da1c5ae 2dc6dad6cc 049acde 0 ffc184991c 002c40a301 bf9c1d2c92 2d9a9a33cb 1e0c24d 0162052 000f779c3 1 1
0000061d 0ca93492e7 35dc77c713 0b5ce03 0 002b3bfc73 00b7ec82f1 0c7df89674 35248b4422 0159dfe 05bf641 0036a2ead 1 1
0000061e 889f3247dc 348f7b51b4 0e763c1 0 ff23eb8180 0060e5e880 897b46c65c 342e956934 191f5c1 03072f4 001d7f329 1 1
0000061f ee2fe8b437 e836953d6e 010cddf 0 fff5883dd9 fff20586b0 ee3a60765e e8448fb6be 1fac41f 1f902c3 000967088 1 1
00000620 bfcfe932f4 810ffed52a 00b1984 0 fffacb742b fff5b4c3a7 bfd51dbec9 811a4a1183 1fd65ba 1fada62 00014c296 1 1
00000621 3af15d376d 55a68085de 015edfa 0 000ceb77a9 0012c61cf7 3ae471bfc4 5593ba68e7 00675bc 009630e 000381cf7 1 1
00000622 2b4112ed84 b9ad65b6e3 0c2526d 0 0069cd1e3e ff53fd0468 2ad745cf46 ba5968b27b 034e68f 1a9fe82 002722f4d 1 1
00000623 bbe6a38ae1 d4841c2f0b 0171237 0 ffebcac7a1 fff318b1cb bbfad8c340 d491037d40 1f5e564 1f98c59 0004bf752 1 1
00000624 ed81031446 e4facfc7e4 0136455 0 fff49dd605 ffef5ecb28 ed8c653e41 e50b70fcbc 1fa4eeb 1f7af66 0009d8e59 1 1
00000625 36570319b8 27d3128c67 05af0fa 0 004c3aa47f 0037ddd959 360ac87539 279b34b30e 0261d52 01beeed 001671f32 1 1
00000626 27771e7ff7 64bbb0d8a7 0450514 0 001a2a406c 0042c8f129 275cf43f8b 6478e7e77e 00d1520 0216479 000a9b99d 1 1
00000627 70719210e4 f466045b4b 0747492 0 0078628786 fff39443a6 6ff92f895e f4727017a5 03c3144 1f9ca22 00112146e 1 1
00000628 d83be6dd98 787ce3c41f 0edbd76 0 ffb290e851 00ea9e65ba d88955f547 7792455e65 1d94874 0754f33 001f27e4f 1 1
00000629 3976a54a62 d04967903e 03f9fe7 0 0032ded93b ffd5c2d27d 3943c67127 d073a4bdc1 0196f6d 1eae169 000e2a0db 1 1
0000062a 0caa77002b b0b853f6f7 08d9b7e 0 0017376caf ff6eae1e28 0c933f937c b149a5d8cf 00b9bb6 1b7570f 001d53f37 1 1
0000062b 14a9dd5bab e50a35f56d 0bfba05 0 00793505db ff61dbd4bc 1430a855d0 e5a85a20b1 03c9a83 1b0edea 005dda1c8 1 1
0000062c d48d43bde9 2989211ff4 0f75799 0 ff4632b0b9 00b19f8e83 d547110d30 28d7819171 1a31958 058cfc7 00446c269 1 1
0000062d b3fd87b2a3 da5d334df4 0502267 0 ffb55e9730 ffdb0c0467 b448291b73 da8227498d 1daaf4c 1ed8602 000fb5ae5 1 1
0000062e 749e2fb4fb e1389713bd 0dc2f02 0 00dd3ed1bc ffc59b53b4 73c0f0e33f e172fbc009 06e9f69 1e2cdaa 001e5adb5 1 1
0000062f 66c47b8e57 55187915fb 02043e3 0 0019d388cb 0015629d39 66aaa8058c 55031678c2 00ce9c4 00ab14f 0004055ba 1 1
00000630 9d924b2ee8 23af74a245 0c15dbe 0 ff4314b232 00447e2b02 9e4f367cb6 236af67743 1a18a59 0223f16 001eb5abf 1 1
00000631 0ebbb88e64 7e7e7d08c0 04f1105 0 0009819732 00519dd618 0eb236f732 7e2cdf32a8 004c0cc 028ceeb 000a52d27 1 1
00000632 1e0cbfe7cf 3361258d86 08a33cf 0 0048825b51 007bfa1e61 1dc43d8c7e 32e52b6f25 024412e 03dfd0f 00269b841 1 1
00000633 8dda779277 bff3457f6b 005f1d9 0 fffa9cbf16 fffcfa1373 8ddfdad361 bff64b6bf8 1fd4e60 1fe7d0a 0000c154b 1 1
00000634 5d1e216159 2655f2da79 077302a 0 00728988d8 002f276afc 5cab97d881 2626cb6f7d 03944c4 01793b5 0013ae306 1 1
00000635 4aefb280f3 a0aa3e41d2 0b277a0 0 00729d796b ff6e2f6215 4a7d150788 a13c0edfbd 0394ebd 1b717b1 001878d58 1 1
00000636 e3e06511a9 234af8dff2 0525527 0 ffcaad7ea5 0042ea5ff3 e415b79304 23080e7fff 1e556bf 0217530 001e560bf 1 1
00000637 f056c47228 7c463e73bb 01c96ad 0 fffc490a11 001d7a1b2a f05a7b6817 7c28c45891 1fe2485 00ebd0e 0003cb8a9 1 1
00000638 aacda3d717 77325315ab 0615174 0 ffc530ade4 00524784fe ab08732933 76e00b90ad 1e29857 02923c2 000b0b663 1 1
00000639 e977720f7f 470d07fe64 0ee778e 0 ffb514f880 00ec3a11ca e9c25d16ff 4620cdec9a 1da8a7c 0761d09 003532322 1 1
0000063a 1131495cfc c6437c0d6d 063b968 0 001d93b79f ff9cac7623 1113b5a55d c6a6cf974a 00ec9dc 1ce563b 001b86852 1 1
0000063b 6e703972bb 303b671d4d 09c94c1 0 00951f6373 0041207009 6ddb1a0f48 2ffa46ad44 04a8fb2 0209038 00159abe1 1 1
0000063c 7e583fb092 7b1ee59f51 04331ca 0 003202fa39 0030bc4646 7e263cb659 7aee29590b 019017d 0185e23 00065556d 1 1
0000063d 97535502ba 8f521fe610 0a2cafa 0 ff8cdb1b0a ff840cef42 97c679e7b0 8fce12f6ce 1c66d8e 1c20678 001199af8 1 1
0000063e 56fd757259 b0a6f988fe 0c44fa2 0 0096ba3be3 ff7683ac64 5666bb3676 b13075dc9a 04b5d1e 1bb41d6 001bb920f 1 1
0000063f 42d0658cc6 5de767e3fe 084f080 0 0050181989 0070918657 42804d733d 5d76d65da7 0280c0d 03848c3 00132e210 1 1
00000640 08b3d5862b d790bab62a 0584023 0 00134bfcde ffa657255e 08a089894d d7ea6390cc 009a5fe 1d32b93 00237a730 1 1
00000641 1bae6f9508 c371da26ac 04db7f3 0 0021942f96 ffb68b2717 1b8cdb6572 c3bb4eff95 010ca18 1db4594 001368a4e 1 1
00000642 4bf0975697 31eec1a424 0b4db6c 0 009d0b7b7f 006742f6b7 4b538bdb18 31877ead6d 04e85be 033a17b 002116998 1 1
00000643 6256c175b1 84e1adde53 04dc38f 0 00326f8bff ffc0dafc70 622451e9b2 8520d2e1e3 01937c6 1e06d7e 000834be4 1 1
00000644 94ec783815 0c9240df65 0da4e32 0 ff1ead8c62 001a7436c1 95cdcaabb3 0c77cca8a4 18f56c6 00d3a1b 0021ab449 1 1
00000645 47bf0ad206 8c1ed67560 0702e16 0 003d5eb0a5 ff9ce1312f 4781ac2161 8c81f54431 01eaf58 1ce7099 000daf9ca 1 1
00000646 3ff941e44a 7177d3e22b 0579666 0 002cb42cd2 004f4a2ca2 3fcc8db778 712889b589 0165a16 027a516 000b2e38c 1 1
00000647 909ade70e7 5b3a3ff4a5 0e53216 0 ff47b9247c 0096ea1706 9153254c6b 5aa355dd9f 1a3dc92 04b750c 001a77dd5 1 1
00000648 ba5a33ce34 d0598862cb 061c602 0 ffac23aa14 ffc6a02f13 baae102420 d092e833b8 1d611d5 1e35018 001343df9 1 1
00000649 3c44b0e6bd 403938824f 0872e5f 0 00602206b4 0066711812 3be48ee009 3fd2c76a3d 0301103 033388c 00198574a 1 1
0000064a 538a71ee0a 9e5c94eabf 0775c91 0 0050a4d1ab ffa1bf5b84 5339cd1c5f 9ebad58f3b 0285269 1d0dfae 000f71f62 1 1
0000064b c25b222c20 3c81867c0c 0eca679 0 ff507c5520 00ac46275d c30aa5d700 3bd54054af 1a83e2b 0562314 002d8e3b2 1 1
0000064c 0b6365031a cc23e96b6e 081f187 0 001cf6ec53 ff7c1a037d 0b466e16c7 cca7cf67f1 00e7b76 1be0d02 0028b1a35 1 1
0000064d dabbb5bb12 579fb144ce 0fbf278 0 ff99866fdd 00f0f1e654 db222f4b35 56aebf5e7a 1ccc338 07878f3 002bff0a6 1 1
0000064e af7820ae20 372a0b880b 0b7bfb0 0 ff6275caf2 006bea8787 b015aae32e 36be210084 1b13ae5 035f544 001f4ce18 1 1
0000064f 915faed401 c500d8d927 0c76918 0 ff4924ea25 ff9e7bc478 921689e9dc c5625d14af 1a49275 1cf3de2 001a72575 1 1
00000650 b15a7a282c 43f1be20e5 0365e06 0 ffd53ed1f3 0024efc112 b1853b5639 43ccce5fd3 1ea9f69 01277e1 0008b2b50 1 1
00000651 b3043041b1 9129f8b17e 0933229 0 ffa8bc4587 ff825cb54e b35b73fc2a 91a79bfc30 1d45e23 1c12e5b 001223021 1 1
00000652 6513a70eec da4ccdf796 0e76f3a 0 00e1595dc6 ffabf2cf33 64324db126 daa0db2863 070acaf 1d5f968 0023abf7f 1 1
